query_id,min_score,mean_score,median_score,max_score,std_score,num_combinations
2024-153051,0.16666666666666666,0.6309523809523809,0.6666666666666666,0.75,0.1178511301977579,49
2024-153070,0.08333333333333333,0.25170068027210885,0.25,0.5,0.06836650082395163,49
2024-158261,0.08333333333333333,0.2354669140383426,0.25,0.4166666666666667,0.06864981852264793,49
2024-158677,0.08333333333333333,0.3231292517006803,0.3333333333333333,0.5,0.09164757541025496,49
2024-158743,0.0,0.35487528344671204,0.3888888888888889,0.5555555555555556,0.12689298640514915,49
2024-160253,0.4166666666666667,0.6020408163265307,0.5833333333333334,0.75,0.07195304694321827,49
2024-160888,0.5,0.6462585034013606,0.6666666666666666,0.75,0.0724737270498725,49
2024-161461,0.16666666666666666,0.3520408163265306,0.3333333333333333,0.5,0.061318899242584865,49
2024-173513,0.0,0.4030612244897959,0.4166666666666667,0.5833333333333334,0.11826760986880076,49
2024-173795,0.19047619047619047,0.3080660835762877,0.2857142857142857,0.6190476190476191,0.091825164711508,49
2024-17605,0.0,0.07482993197278912,0.08333333333333333,0.4166666666666667,0.08117074533184845,49
2024-17909,0.38461538461538464,0.620094191522763,0.6153846153846154,0.8461538461538461,0.12078734104660184,49
2024-18963,0.16666666666666666,0.29931972789115646,0.3333333333333333,0.5,0.058122474457942386,49
2024-19025,0.0,0.5136054421768708,0.5,0.75,0.10955866264222044,49
2024-190455,0.0,0.039540816326530615,0.0,0.25,0.06644906264097503,49
2024-19448,0.08333333333333333,0.43877551020408173,0.5,0.6666666666666666,0.14942777303733876,49
2024-19454,0.08333333333333333,0.22959183673469385,0.25,0.5,0.10849753678732367,49
2024-19562,0.25,0.5476190476190476,0.5833333333333334,0.6666666666666666,0.08748177652797065,49
2024-19947,0.5833333333333334,0.6938775510204082,0.6666666666666666,0.8333333333333334,0.0568139220696941,49
2024-206384,0.0,0.06802721088435373,0.0,0.25,0.08362782893295406,49
2024-213469,0.25,0.47108843537414963,0.5,0.6666666666666666,0.10178539460846942,49
2024-213491,0.0,0.5578231292517006,0.5833333333333334,0.9166666666666666,0.22411585016452917,49
2024-213789,0.08333333333333333,0.42517006802721086,0.4166666666666667,0.6666666666666666,0.11071415509360405,49
2024-213817,0.0,0.20238095238095236,0.16666666666666666,0.4166666666666667,0.06520506636966264,49
2024-213855,0.0,0.47278911564625853,0.5,0.6666666666666666,0.15000732701496564,49
2024-213901,0.0,0.07312925170068027,0.08333333333333333,0.25,0.07267299530347447,49
2024-213978,0.0,0.32823129251700683,0.3333333333333333,0.5833333333333334,0.1670133836352506,49
2024-214052,0.16666666666666666,0.4149659863945578,0.4166666666666667,0.5833333333333334,0.10029688910059002,49
2024-214096,0.4,0.5244897959183673,0.5,0.8,0.0915414754775747,49
2024-214126,0.0,0.45408163265306123,0.5,0.6666666666666666,0.21299959578184682,49
2024-214257,0.08333333333333333,0.24489795918367346,0.25,0.5,0.11219335035694315,49
2024-214333,0.0,0.07015306122448979,0.0625,0.125,0.027177647643702188,49
2024-214467,0.0,0.673469387755102,0.75,0.9166666666666666,0.2219762394423093,49
2024-214483,0.25,0.45790816326530615,0.4375,0.6875,0.09730730164673802,49
2024-214630,0.5833333333333334,0.7517006802721089,0.75,0.9166666666666666,0.08499999319455645,49
2024-214744,0.4166666666666667,0.5459183673469389,0.5,0.75,0.07350402307814391,49
2024-215044,0.0,0.06122448979591836,0.0,0.4,0.12258495851168331,49
2024-215090,0.23076923076923078,0.4050235478806907,0.38461538461538464,0.6153846153846154,0.08480143696118998,49
2024-215094,0.25,0.34013605442176864,0.3333333333333333,0.6666666666666666,0.10889667070464028,49
2024-215256,0.0,0.30102040816326536,0.4166666666666667,0.5833333333333334,0.2276371820646548,49
2024-215833,0.0,0.0,0.0,0.0,0.0,49
2024-215952,0.46153846153846156,0.5965463108320251,0.6153846153846154,0.6923076923076923,0.052771542587038034,49
2024-216231,0.0,0.35544217687074825,0.3333333333333333,0.5833333333333334,0.10881696104113192,49
2024-216592,0.15384615384615385,0.4222919937205652,0.38461538461538464,0.7692307692307693,0.1499687597622354,49
2024-216598,0.0,0.30994897959183676,0.375,0.5625,0.15202669089293736,49
2024-21669,0.0,0.2755102040816326,0.25,0.5833333333333334,0.12733541868935297,49
2024-216957,0.0,0.30272108843537415,0.25,0.5833333333333334,0.12451023957634781,49
2024-217241,0.3333333333333333,0.6071428571428571,0.5833333333333334,0.8333333333333334,0.10780220402544542,49
2024-217279,0.0,0.06802721088435373,0.08333333333333333,0.16666666666666666,0.05236327999435596,49
2024-217488,0.0,0.07993197278911564,0.08333333333333333,0.3333333333333333,0.08577904906747273,49
2024-217496,0.0,0.3635204081632653,0.375,0.5625,0.14707689087142423,49
2024-217582,0.08333333333333333,0.26530612244897955,0.25,0.4166666666666667,0.11126140975371515,49
2024-217812,0.0,0.0,0.0,0.0,0.0,49
2024-217827,0.25,0.5034013605442177,0.5,0.8333333333333334,0.1281730862681413,49
2024-218590,0.3333333333333333,0.49999999999999994,0.5,0.8333333333333334,0.11542094898610307,49
2024-219271,0.0,0.4948979591836735,0.5833333333333334,0.75,0.23353256998329078,49
2024-219385,0.3333333333333333,0.6292517006802721,0.6666666666666666,0.8333333333333334,0.13787053196946422,49
2024-219563,0.16666666666666666,0.3384353741496599,0.3333333333333333,0.5,0.06819706685633817,49
2024-219624,0.08333333333333333,0.20238095238095236,0.16666666666666666,0.5,0.09960238411119947,49
2024-219626,0.16666666666666666,0.5,0.5,0.75,0.13149239306175312,49
2024-219631,0.3333333333333333,0.46258503401360546,0.4166666666666667,0.6666666666666666,0.07350402307814391,49
2024-219661,0.16666666666666666,0.40816326530612246,0.4166666666666667,0.6666666666666666,0.0985220976731989,49
2024-219698,0.08333333333333333,0.2108843537414966,0.25,0.4166666666666667,0.09686415555032751,49
2024-219824,0.5833333333333334,0.6564625850340136,0.6666666666666666,0.75,0.039956939198880013,49
2024-219896,0.0,0.17346938775510204,0.16666666666666666,0.4166666666666667,0.10491970622576315,49
2024-220058,0.0,0.47108843537414963,0.5,0.6666666666666666,0.11730996163932336,49
2024-220140,0.0,0.37551020408163277,0.4,0.5,0.11071311012260282,49
2024-220307,0.15384615384615385,0.1805337519623234,0.15384615384615385,0.3076923076923077,0.05505707352197859,49
2024-220679,0.0,0.39115646258503395,0.3333333333333333,0.75,0.15449067958062265,49
2024-220794,0.0,0.23129251700680273,0.16666666666666666,1.0,0.2679313686164351,49
2024-221022,0.16666666666666666,0.3469387755102041,0.3333333333333333,0.6666666666666666,0.12180955496238083,49
2024-221278,0.08333333333333333,0.28061224489795916,0.25,0.5833333333333334,0.13541516488023392,49
2024-221364,0.15384615384615385,0.3390894819466248,0.3076923076923077,0.5384615384615384,0.10644984934483319,49
2024-221429,0.3333333333333333,0.46428571428571436,0.5,0.5833333333333334,0.06734350297014739,49
2024-221442,0.08333333333333333,0.23979591836734693,0.16666666666666666,0.5833333333333334,0.11860949506233127,49
2024-22172,0.0,0.04931972789115646,0.0,0.3333333333333333,0.08404183061636623,49
2024-221836,0.0,0.0,0.0,0.0,0.0,49
2024-222465,0.16666666666666666,0.2619047619047619,0.25,0.5,0.09523809523809523,49
2024-222481,0.3333333333333333,0.5068027210884354,0.5,0.75,0.08557650085312331,49
2024-222696,0.0,0.24829931972789115,0.25,0.5,0.13520140758062443,49
2024-223094,0.0,0.125,0.0,0.5,0.1799057292822311,49
2024-223345,0.125,0.2857142857142857,0.3125,0.4375,0.09278843611976129,49
2024-223358,0.0,0.47845804988662133,0.5555555555555556,0.6666666666666666,0.20476077473867227,49
2024-223382,0.0,0.06462585034013606,0.08333333333333333,0.08333333333333333,0.03477049030656611,49
2024-223499,0.0,0.12755102040816327,0.16666666666666666,0.25,0.058568623665723005,49
2024-223829,0.08333333333333333,0.25170068027210885,0.25,0.3333333333333333,0.03567377034592352,49
2024-223855,0.125,0.3127551020408163,0.3125,0.5625,0.09459383337708356,49
2024-223914,0.25,0.3622448979591837,0.3333333333333333,0.5,0.07444241030013364,49
2024-224013,0.25,0.46938775510204084,0.5,0.6666666666666666,0.10058485090218534,49
2024-224063,0.0,0.061224489795918366,0.0,0.3333333333333333,0.10209748993063696,49
2024-22410,0.16666666666666666,0.3758503401360544,0.3333333333333333,0.6666666666666666,0.09977646356375938,49
2024-224207,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.07924288517503274,49
2024-224226,0.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.090617706057531,49
2024-224279,0.25,0.369047619047619,0.3333333333333333,0.5,0.09066396554599891,49
2024-224339,0.1,0.29693877551020403,0.3,0.55,0.09604854388367423,49
2024-224399,0.0,0.25,0.3333333333333333,0.75,0.2136233148205519,49
2024-224621,0.3333333333333333,0.5374149659863945,0.5,0.75,0.09532915957307155,49
2024-224701,0.2727272727272727,0.44155844155844154,0.45454545454545453,0.6363636363636364,0.10059697003136146,49
2024-224710,0.3076923076923077,0.45996860282574564,0.46153846153846156,0.6923076923076923,0.07846153217959057,49
2024-224926,0.0,0.15476190476190474,0.16666666666666666,0.3333333333333333,0.08247860988423225,49
2024-224960,0.0,0.021978021978021983,0.0,0.23076923076923078,0.04914435115384153,49
2024-225026,0.0,0.28911564625850344,0.25,0.9166666666666666,0.17177712648593824,49
2024-225150,0.0,0.20408163265306123,0.08333333333333333,0.75,0.23693839465126687,49
2024-225223,0.375,0.6530612244897959,0.6875,0.9375,0.11849208329075094,49
2024-225247,0.23076923076923078,0.4913657770800628,0.5384615384615384,0.7692307692307693,0.11294257926910485,49
2024-225389,0.15384615384615385,0.3218210361067504,0.3076923076923077,0.5384615384615384,0.09538748842049176,49
2024-225456,0.5,0.7687074829931974,0.75,0.9166666666666666,0.10277513557644984,49
2024-225531,0.25,0.47278911564625853,0.5,0.6666666666666666,0.09432261648885748,49
2024-22886,0.25,0.3596938775510204,0.375,0.4375,0.04469748843861028,49
2024-22900,0.25,0.31972789115646255,0.3333333333333333,0.4166666666666667,0.04241484324265281,49
2024-22919,0.3333333333333333,0.5510204081632653,0.5833333333333334,0.9166666666666666,0.11519519878827278,49
2024-23680,0.25,0.46938775510204084,0.5,0.625,0.09459436845785284,49
2024-23862,0.0,0.47619047619047616,0.5,0.6666666666666666,0.13780758217607414,49
2024-24022,0.16666666666666666,0.30272108843537415,0.3333333333333333,0.6666666666666666,0.10871059057480877,49
2024-24226,0.08333333333333333,0.33163265306122447,0.3333333333333333,0.5833333333333334,0.09887375410713357,49
2024-25003,0.3125,0.49744897959183676,0.5,0.625,0.0808113982727406,49
2024-25032,0.16666666666666666,0.3554421768707483,0.3333333333333333,0.5,0.08034701912256952,49
2024-25195,0.25,0.5,0.5,0.75,0.1336306209562122,49
2024-26688,0.0,0.10884353741496598,0.08333333333333333,0.3333333333333333,0.07567549476628226,49
2024-27366,0.25,0.4884044526901669,0.5,0.75,0.10311646103828266,49
2024-28144,0.5,0.5697278911564626,0.5833333333333334,0.6666666666666666,0.042414843242652815,49
2024-29182,0.16666666666666666,0.32142857142857145,0.3333333333333333,0.4166666666666667,0.08074202360863415,49
2024-29222,0.0,0.09693877551020408,0.08333333333333333,0.25,0.07594256313525888,49
2024-29936,0.08333333333333333,0.2857142857142857,0.25,0.5,0.10378330817953985,49
2024-29941,0.4166666666666667,0.6360544217687075,0.6666666666666666,0.8333333333333334,0.09018417403784253,49
2024-32502,0.3125,0.48214285714285715,0.5,0.625,0.07362688617174394,49
2024-32534,0.08333333333333333,0.25170068027210885,0.25,0.4166666666666667,0.08331597764568634,49
2024-32796,0.3333333333333333,0.45578231292517,0.4166666666666667,0.75,0.10661515658950665,49
2024-32817,0.0,0.27016520894071916,0.2857142857142857,0.6190476190476191,0.20189021967131085,49
2024-32856,0.125,0.40688775510204084,0.4375,0.625,0.09459436845785285,49
2024-32912,0.0,0.2150706436420722,0.23076923076923078,0.3076923076923077,0.07118231741761152,49
2024-33359,0.3333333333333333,0.6139455782312925,0.5833333333333334,0.8333333333333334,0.11255368780798843,49
2024-33466,0.16666666666666666,0.39965986394557823,0.4166666666666667,0.6666666666666666,0.11291287532447504,49
2024-33513,0.25,0.39115646258503406,0.4166666666666667,0.5833333333333334,0.0845222696584298,49
2024-34521,0.0,0.03741496598639456,0.0,0.25,0.06313167072541016,49
2024-34582,0.08333333333333333,0.4183673469387754,0.4166666666666667,0.75,0.11355145566410611,49
2024-34583,0.16666666666666666,0.24659863945578228,0.25,0.4166666666666667,0.07521545710032647,49
2024-34595,0.4166666666666667,0.6581632653061225,0.6666666666666666,0.8333333333333334,0.08289835106771387,49
2024-34710,0.08333333333333333,0.3486394557823129,0.3333333333333333,0.6666666666666666,0.14645612341231964,49
2024-34927,0.08333333333333333,0.3384353741496599,0.3333333333333333,0.5833333333333334,0.16953999660655245,49
2024-35227,0.3333333333333333,0.47789115646258506,0.5,0.5833333333333334,0.06686939881407314,49
2024-35269,0.25,0.48341836734693877,0.5,0.625,0.09514314387230366,49
2024-35284,0.2222222222222222,0.44444444444444436,0.4444444444444444,0.6111111111111112,0.09589719026662359,49
2024-35320,0.0,0.2767857142857143,0.3125,0.375,0.07142857142857142,49
2024-35485,0.16666666666666666,0.314625850340136,0.3333333333333333,0.5833333333333334,0.09262074016455851,49
2024-35506,0.3333333333333333,0.42857142857142866,0.4166666666666667,0.5833333333333334,0.041239304942116126,49
2024-35596,0.0,0.4472789115646258,0.4166666666666667,0.6666666666666666,0.10472655998871193,49
2024-35620,0.4166666666666667,0.5918367346938775,0.5833333333333334,0.75,0.06785692973897958,49
2024-35834,0.0,0.052721088435374146,0.0,0.3333333333333333,0.09478146117750187,49
2024-36131,0.16666666666666666,0.2261904761904762,0.25,0.5,0.07142857142857144,49
2024-36155,0.5833333333333334,0.773809523809524,0.75,0.9166666666666666,0.09523809523809523,49
2024-36186,0.06666666666666667,0.17959183673469387,0.2,0.3333333333333333,0.07643304438197626,49
2024-36302,0.0,0.0,0.0,0.0,0.0,49
2024-36338,0.25,0.4438775510204082,0.4166666666666667,0.6666666666666666,0.10566139161230659,49
2024-36355,0.0,0.11054421768707481,0.16666666666666666,0.25,0.07219382747207866,49
2024-3653,0.0,0.28231292517006795,0.3333333333333333,0.5,0.14267481075622002,49
2024-36672,0.0,0.5272108843537415,0.5833333333333334,0.75,0.1591749517931645,49
2024-36741,0.0,0.4047619047619047,0.4166666666666667,0.6666666666666666,0.1524553389864964,49
2024-36857,0.07692307692307693,0.29199372056514916,0.3076923076923077,0.5384615384615384,0.1213572878498442,49
2024-36935,0.4166666666666667,0.6037414965986395,0.5833333333333334,0.75,0.08506802041088297,49
2024-37173,0.0,0.2585034013605442,0.3333333333333333,0.4166666666666667,0.14110522797749347,49
2024-37470,0.3125,0.45153061224489793,0.4375,0.625,0.07708135168233739,49
2024-37531,0.0,0.1802721088435374,0.25,0.3333333333333333,0.10955866264222044,49
2024-37566,0.0,0.19152276295133436,0.23076923076923078,0.46153846153846156,0.11002458692580994,49
2024-37596,0.16666666666666666,0.2704081632653061,0.25,0.4166666666666667,0.07247372704987251,49
2024-3824,0.0,0.315541601255887,0.3076923076923077,0.7692307692307693,0.20748282822677275,49
2024-38379,0.16666666666666666,0.5221088435374149,0.5,0.8333333333333334,0.14460783448626743,49
2024-38428,0.25,0.6615646258503403,0.6666666666666666,0.8333333333333334,0.13511580997306943,49
2024-38461,0.0,0.2002551020408163,0.1875,0.4375,0.10256561476007461,49
2024-38611,0.3333333333333333,0.5646258503401361,0.5833333333333334,0.9166666666666666,0.1041449720571079,49
2024-38986,0.0,0.19623233908948193,0.15384615384615385,0.46153846153846156,0.1099573689660123,49
2024-40724,0.25,0.45578231292517,0.4166666666666667,0.6666666666666666,0.07358267909110183,49
2024-40831,0.0,0.48979591836734687,0.5,0.8333333333333334,0.17056051142014858,49
2024-40863,0.16666666666666666,0.3129251700680272,0.25,0.5833333333333334,0.11234792221029759,49
2024-40868,0.15,0.29693877551020403,0.3,0.45,0.08476146798895995,49
2024-40996,0.0,0.13265306122448978,0.16666666666666666,0.3333333333333333,0.08404183061636623,49
2024-41077,0.3125,0.375,0.375,0.5,0.0472455591261534,49
2024-41198,0.0,0.1598639455782313,0.0,0.5,0.1772464612335224,49
2024-41334,0.3333333333333333,0.4744897959183674,0.5,0.75,0.0828285419175913,49
2024-41464,0.0625,0.27168367346938777,0.25,0.4375,0.08707167431569394,49
2024-41465,0.2962962962962963,0.42101284958427815,0.4074074074074074,0.5555555555555556,0.05002386124799485,49
2024-41477,0.0,0.21768707482993196,0.0,0.75,0.28162566950492357,49
2024-41563,0.0,0.07551020408163264,0.0,0.5,0.1464276825685885,49
2024-41576,0.03333333333333333,0.34829931972789113,0.4,0.6,0.14127075120820135,49
2024-41610,0.0,0.023809523809523808,0.0,0.25,0.06520506636966264,49
2024-41711,0.125,0.4094387755102041,0.4375,0.5625,0.09284102237284614,49
2024-41796,0.16666666666666666,0.3792517006802721,0.3333333333333333,0.6666666666666666,0.08428239247186305,49
2024-41849,0.0,0.1530612244897959,0.08333333333333333,0.5,0.1711530017062466,49
2024-41918,0.16666666666666666,0.3792517006802721,0.4166666666666667,0.6666666666666666,0.09680441816841978,49
2024-41960,0.16666666666666666,0.4812925170068027,0.5,0.75,0.12171453969444142,49
2024-42014,0.3333333333333333,0.6258503401360545,0.6666666666666666,0.8333333333333334,0.10395038632609607,49
2024-42163,0.0625,0.23596938775510204,0.25,0.4375,0.1020089235874092,49
2024-42195,0.3333333333333333,0.6037414965986394,0.5833333333333334,0.75,0.10175697484116727,49
2024-42376,0.3333333333333333,0.3562152133580705,0.3333333333333333,0.5,0.04195701379208405,49
2024-42464,0.4166666666666667,0.49829931972789115,0.5,0.5833333333333334,0.026565475088117876,49
2024-42497,0.25,0.37074829931972786,0.3333333333333333,0.5,0.0808494171701001,49
2024-42556,0.0,0.07142857142857142,0.05,0.25,0.07354021529276429,49
2024-42645,0.0,0.10034013605442176,0.08333333333333333,0.25,0.05045032984418818,49
2024-42738,0.0,0.2976190476190476,0.3333333333333333,0.5833333333333334,0.20203050891044214,49
2024-42781,0.08333333333333333,0.21258503401360543,0.25,0.3333333333333333,0.08258374518489105,49
2024-43037,0.08333333333333333,0.2585034013605442,0.25,0.5,0.09410772334868656,49
2024-43684,0.0,0.25850340136054417,0.25,0.5833333333333334,0.17189494923120105,49
2024-43905,0.0,0.21193092621664048,0.23076923076923078,0.38461538461538464,0.07376665698254777,49
2024-43972,0.0,0.01020408163265306,0.0,0.25,0.039956939198880034,49
2024-43983,0.25,0.4336734693877551,0.4375,0.625,0.08601895561269064,49
2024-44001,0.16666666666666666,0.5374149659863946,0.5833333333333334,0.5833333333333334,0.07726405912653435,49
2024-44005,0.0,0.4812925170068027,0.5833333333333334,0.75,0.19580731924658848,49
2024-44024,0.0,0.15476190476190477,0.16666666666666666,0.3333333333333333,0.09221388919541468,49
2024-44048,0.0,0.06462585034013604,0.0,0.3333333333333333,0.09107774040133254,49
2024-44059,0.25,0.5459183673469388,0.5833333333333334,0.8333333333333334,0.12147667638386782,49
2024-44060,0.3333333333333333,0.43537414965986393,0.4166666666666667,0.6666666666666666,0.0999791731748236,49
2024-44065,0.0,0.21683673469387754,0.25,0.5,0.16898464450693054,49
2024-44329,0.0,0.17346938775510204,0.16666666666666666,0.5833333333333334,0.16567454255724562,49
2024-44544,0.08333333333333333,0.1139455782312925,0.08333333333333333,0.4166666666666667,0.07081858099883338,49
2024-44754,0.375,0.5714285714285714,0.5625,0.75,0.07253605718424964,49
2024-45185,0.25,0.25,0.25,0.25,0.0,49
2024-45474,0.0625,0.22066326530612246,0.1875,0.4375,0.08665963138501545,49
2024-45494,0.0,0.4064625850340136,0.4166666666666667,0.5833333333333334,0.09318113967212739,49
2024-5675,0.08333333333333333,0.2074829931972789,0.16666666666666666,0.5,0.10118690326968378,49
2024-5809,0.5,0.6445578231292517,0.6666666666666666,0.75,0.055265567378475905,49
2024-58819,0.0,0.17857142857142858,0.08333333333333333,0.5,0.1579345138264476,49
2024-5957,0.08333333333333333,0.4829931972789115,0.5,0.8333333333333334,0.20480314634279648,49
2024-5992,0.08333333333333333,0.21428571428571425,0.25,0.4166666666666667,0.07142857142857142,49
2024-6587,0.0625,0.4119897959183674,0.4375,0.6875,0.12236923423685159,49
2024-66915,0.0,0.15816326530612246,0.16666666666666666,0.4166666666666667,0.09410772334868654,49
2024-66937,0.4166666666666667,0.6836734693877551,0.6666666666666666,0.8333333333333334,0.09668483267722378,49
2024-67021,0.3076923076923077,0.3406593406593406,0.3076923076923077,0.46153846153846156,0.04111711414037299,49
2024-6778,0.0,0.5544217687074829,0.5833333333333334,0.8333333333333334,0.1960140072683525,49
2024-6862,0.25,0.641156462585034,0.6666666666666666,0.8333333333333334,0.15811754148529877,49
2024-69711,0.0,0.07270408163265306,0.0,0.25,0.08779736168037255,49
2024-7058,0.25,0.4846938775510204,0.5,0.6666666666666666,0.09769664364860593,49
2024-73340,0.0,0.2891156462585034,0.25,0.5,0.10924140716157636,49
2024-73918,0.0,0.12074829931972787,0.16666666666666666,0.3333333333333333,0.09680441816841978,49
2024-73921,0.08333333333333333,0.41666666666666663,0.4166666666666667,0.5833333333333334,0.09816918156232526,49
2024-7532,0.3125,0.6224489795918368,0.625,0.6875,0.07571847999824403,49
2024-76647,0.1875,0.3877551020408163,0.375,0.5625,0.08278051397748955,49
2024-76908,0.4166666666666667,0.5612244897959183,0.5833333333333334,0.8333333333333334,0.11265642967128703,49
2024-77099,0.25,0.37244897959183676,0.375,0.5625,0.08081139827274059,49
2024-77150,0.0,0.37414965986394555,0.4166666666666667,0.5833333333333334,0.14785163031245924,49
2024-79081,0.3333333333333333,0.6105442176870749,0.5833333333333334,0.8333333333333334,0.10015259771656773,49
2024-79113,0.4166666666666667,0.5493197278911565,0.5833333333333334,0.6666666666666666,0.05563070487685757,49
2024-79129,0.0,0.2670068027210884,0.3333333333333333,0.5,0.1970441953463978,49
2024-79154,0.0,0.28911564625850333,0.3333333333333333,0.5833333333333334,0.13791248253546456,49
2024-88894,0.0,0.16206482593037216,0.17647058823529413,0.29411764705882354,0.0836382398480209,49
2024-90454,0.08333333333333333,0.16836734693877548,0.16666666666666666,0.3333333333333333,0.09142639493684089,49
2024-94706,0.0,0.4631083202511773,0.46153846153846156,0.6153846153846154,0.10365823559949247,49
2024-96063,0.0,0.23469387755102042,0.16666666666666666,0.5,0.1540031486077792,49
2024-96359,0.08333333333333333,0.3979591836734694,0.4166666666666667,0.6666666666666666,0.156370129441804,49
2024-96485,0.0,0.1887755102040816,0.16666666666666666,0.3333333333333333,0.09031236766905955,49
all,0.33223928455753743,0.3497955573088284,0.34856798838868414,0.3715048543585772,0.008280655092817134,49
