query_id,min_score,mean_score,median_score,max_score,std_score,num_combinations
2024-105741,0.0625,0.21045918367346939,0.1875,0.3125,0.06644906264097503,49
2024-121840,0.0,0.26913265306122447,0.25,0.5,0.11448370240977998,49
2024-127266,0.08333333333333333,0.29931972789115646,0.25,0.5833333333333334,0.11408510089284642,49
2024-129925,0.09090909090909091,0.5176252319109461,0.5454545454545454,0.7272727272727273,0.12484307117818716,49
2024-141577,0.05,0.19999999999999998,0.15,0.45,0.10151907431108496,49
2024-142395,0.0,0.16169544740973313,0.15384615384615385,0.46153846153846156,0.15166817672545607,49
2024-143869,0.05,0.14489795918367346,0.15,0.3,0.05174988707390191,49
2024-145979,0.26666666666666666,0.4054421768707483,0.4,0.6666666666666666,0.07949584303668866,49
2024-152259,0.0,0.2840136054421769,0.25,0.5833333333333334,0.11895039761935858,49
2024-152817,0.0625,0.26913265306122447,0.25,0.5625,0.10729459614700557,49
2024-153051,0.0,0.5510204081632653,0.5714285714285714,0.7142857142857143,0.12826331724465853,49
2024-158261,0.11764705882352941,0.1992797118847539,0.17647058823529413,0.35294117647058826,0.06038307966367006,49
2024-158677,0.0,0.24829931972789115,0.2222222222222222,0.3888888888888889,0.10170011148112962,49
2024-158743,0.0,0.20975056689342403,0.2222222222222222,0.3888888888888889,0.07716417019126329,49
2024-18963,0.0,0.5474189675870349,0.5882352941176471,0.7647058823529411,0.16346820243420168,49
2024-19025,0.08333333333333333,0.2261904761904762,0.25,0.4166666666666667,0.0906639655459989,49
2024-213469,0.07692307692307693,0.2825745682888541,0.3076923076923077,0.46153846153846156,0.08706703060509921,49
2024-213789,0.07692307692307693,0.39717425431711145,0.38461538461538464,0.6153846153846154,0.10465201452118654,49
2024-213817,0.15384615384615385,0.2762951334379906,0.23076923076923078,0.46153846153846156,0.07600451137777209,49
2024-213978,0.0,0.21768707482993196,0.2222222222222222,0.4444444444444444,0.13081365171751436,49
2024-214096,0.125,0.23596938775510204,0.25,0.4375,0.07060383930152066,49
2024-214257,0.0,0.10760667903525048,0.09090909090909091,0.18181818181818182,0.03970488786462467,49
2024-214467,0.14285714285714285,0.5335276967930028,0.5714285714285714,0.7142857142857143,0.15210725901744118,49
2024-215044,0.0,0.04353741496598639,0.0,0.26666666666666666,0.08142831568677553,49
2024-215952,0.3,0.4142857142857143,0.4,0.6,0.060609152673132646,49
2024-216592,0.2,0.33877551020408164,0.35,0.55,0.08160713886992738,49
2024-217279,0.0,0.26870748299319724,0.25,0.5833333333333334,0.14702771936429243,49
2024-217812,0.0,0.0,0.0,0.0,0.0,49
2024-219563,0.1,0.2591836734693878,0.3,0.4,0.07261406887615181,49
2024-219624,0.0,0.16640502354788067,0.15384615384615385,0.46153846153846156,0.13126872816556906,49
2024-224279,0.2,0.3850340136054422,0.4,0.6,0.12141666131876519,49
2024-224701,0.35294117647058826,0.5070694944644525,0.5294117647058824,0.6470588235294118,0.08248481150446005,49
2024-224926,0.0,0.02782931354359926,0.0,0.36363636363636365,0.07393268588189714,49
2024-22886,0.15,0.34591836734693876,0.35,0.5,0.06047156077562879,49
2024-27366,0.125,0.2780612244897959,0.25,0.4375,0.09454275745003277,49
2024-29182,0.06666666666666667,0.18503401360544217,0.2,0.4,0.08222010846115987,49
2024-32912,0.0,0.2925170068027211,0.3333333333333333,0.4444444444444444,0.10211637414238278,49
2024-35227,0.3888888888888889,0.5929705215419501,0.6111111111111112,0.7777777777777778,0.08649537924154489,49
2024-35269,0.4,0.5265306122448979,0.5,0.7,0.07765835751200181,49
2024-35284,0.0,0.2919937205651491,0.3076923076923077,0.6923076923076923,0.2705081122116422,49
2024-35620,0.17647058823529413,0.3565426170468188,0.35294117647058826,0.47058823529411764,0.06334168527381953,49
2024-38986,0.0625,0.21301020408163265,0.1875,0.5,0.10558266370701468,49
2024-41849,0.0,0.18045112781954886,0.05263157894736842,0.6842105263157895,0.21425273456804522,49
2024-42497,0.26666666666666666,0.5346938775510204,0.5333333333333333,0.6666666666666666,0.07794386714232654,49
2024-43037,0.2,0.3979591836734694,0.4,0.8,0.120356266920708,49
2024-43983,0.0,0.17142857142857149,0.1,0.4,0.164130361329658,49
2024-44060,0.5,0.58843537414966,0.5,0.8333333333333334,0.09584355648711136,49
2024-58819,0.0,0.0625,0.0625,0.25,0.06799797415949918,49
2024-73340,0.0,0.38483965014577254,0.42857142857142855,0.7142857142857143,0.12647820386871056,49
2024-73918,0.0,0.09637188208616779,0.05555555555555555,0.2777777777777778,0.09102832794407732,49
2024-79081,0.3125,0.45153061224489793,0.4375,0.6875,0.084953192884422,49
2024-79154,0.0,0.1473922902494331,0.0,0.7777777777777778,0.21223326905755263,49
2024-88894,0.0,0.10675039246467818,0.07692307692307693,0.46153846153846156,0.08765942611186009,49
2024-94706,0.0,0.2619047619047619,0.3333333333333333,0.4166666666666667,0.13256581816261956,49
2024-96063,0.0,0.17857142857142858,0.1875,0.4375,0.13122266479195596,49
2024-96359,0.09090909090909091,0.36549165120593696,0.36363636363636365,0.5454545454545454,0.09803224351482676,49
all,0.2501539208340679,0.28957570742337285,0.28985576310943956,0.327340138990819,0.01623159029773713,49
