query_id,ql,IDF-avg,IDF-max,IDF-sum,IDF-std,SCQ-avg,SCQ-max,SCQ-sum,avgICTF,SCS-1,SCS-2
2024-105741,160,6.431771015643571,13.828567600461941,1029.083362502971,2.9579695342001067,134.32998351281967,207.16374680844623,21492.79736205115,13.138249187470866,5.816321092583503,51.26222347467062
2024-121840,143,4.952807191302313,7.794640826924948,708.2514283562307,1.253730023033277,116.25376284927971,163.54796579684083,16624.288087446992,11.595402569388254,4.435531232609865,65.48080404095134
2024-127266,267,6.088195760970671,10.83486758881768,1625.548268179169,1.5405196767705542,135.30468106140432,194.740444749306,36126.34984339495,12.80264250627556,4.741946574588006,213.96659582875077
2024-129925,130,7.9337079452542065,19.374676492652036,1031.3820328830468,3.4671678443151617,152.6117660990391,209.99926626303164,19839.529592875082,14.609556781672966,7.5871889686445115,112.68051424338069
2024-141577,182,6.401236988850429,11.997608868314055,1165.0251319707781,2.320980832062324,135.9219078030734,194.3955106858342,24737.787220159356,13.24759689030016,5.739802250101464,84.32879722283336
2024-142395,186,5.632672095790254,10.134213618582343,1047.6770098169873,2.017869610118012,125.7299544794011,187.1456222660438,23385.771533168605,12.325113343491225,4.785954532383194,108.763693209585
2024-143869,181,6.282077975183608,12.333033733693266,1137.056113508233,2.750266655482819,133.16656367586458,206.04955236035664,24103.14802533149,12.976457831821287,5.476611944738082,55.748082395072906
2024-145979,183,6.365324310793368,12.771472160428395,1164.8543488751864,2.4353561790679934,136.03806811877126,203.29660867501073,24894.966465735142,13.07680145807109,5.561101619787047,52.65851792583561
2024-152259,182,7.327062809290035,18.54892741949714,1333.5254312907864,3.007970275855593,146.92532231246201,204.76329985554014,26740.408660868085,14.101609286674812,6.593814646476115,65.28135484586477
2024-152817,205,5.747954680158474,10.804298098719622,1178.3307094324873,1.511943540615045,129.87261403193278,191.31019607160133,26623.88587654622,12.403117270210252,4.723637170704806,153.0532792821387
2024-153051,114,6.491321226326173,13.695828645749314,740.0106198011837,2.745362042202037,136.71396271730129,205.84356485068727,15585.391749772343,13.205147970971105,6.372257956806362,78.30173310148179
2024-158261,188,5.573479789907709,10.636199883866336,1047.814200502649,1.918941657816718,125.72097446101276,196.66671991141453,23635.543198670395,12.190559793689998,4.63597094201236,119.69224668074371
2024-158677,225,6.1014565979243685,14.12720372942211,1372.827734532983,2.185589174551713,132.65302037638799,211.70050326353297,29846.929584687303,12.852278892617065,5.038497701400027,95.16312445418923
2024-158743,154,6.751719385174192,11.895356074889204,1039.7647853168255,2.369696797982232,141.0134843868749,201.7015923201958,21716.076595578736,13.650446169006004,6.383659628311103,106.24379751861761
2024-18963,144,7.037389823731638,10.716807184830014,1013.3841346173558,1.909273777048207,149.0890617731495,190.50619204547618,21468.824895333524,13.668525651482014,6.498600650039702,86.78169734029522
