query_id,ql,IDF-avg,IDF-max,IDF-sum,IDF-std,SCQ-avg,SCQ-max,SCQ-sum,avgICTF,SCS-1,SCS-2
2024-105741,522,6.210231327442503,16.838027929711007,3241.7407529249863,2.959348777471075,131.07572374001683,207.16374680844623,68421.52779228879,12.900813224666427,3.872907228096542,143.15402059491353
2024-121840,545,4.96356623119816,8.394545468397107,2705.1435960029976,1.2539678863312067,116.46951016377012,174.2014813446849,63475.88303925472,11.606685007831203,2.5165725881669143,199.93716330859186
2024-127266,701,5.986067048833088,10.83486758881768,4196.233001231994,1.5600095561826395,133.5530624275283,194.740444749306,93620.69676169733,12.695430922514191,3.242160288503568,552.1393833628929
2024-129925,374,7.670760074766289,19.374676492652036,2868.864267962592,3.529797613883172,148.7424793957693,209.99926626303164,55629.68729401771,14.350586632841878,5.803692172954241,256.0108197293149
2024-141577,493,6.315629190963183,13.37090191928371,3113.6051911448494,2.5339510878987763,133.67213165608752,205.70455777280378,65900.36090645114,13.150163945235436,4.204720108857524,231.32347652786785
2024-142395,619,5.6598691549406075,15.897293879130695,3503.4590069082365,2.0949858975471978,126.02541596181364,204.2645527866128,78009.73248036264,12.332354473634801,3.0585588744205374,307.96871966308544
2024-143869,567,6.4104156321090375,15.175298017623156,3634.7056634058245,2.755075405318163,135.33632317849032,208.6350132824976,76735.695242204,13.079909214886973,3.932704289944745,161.62128142574977
2024-145979,568,6.537318834362124,14.111822074971542,3713.1970979176863,2.7382222448325,137.23297811463206,217.64456018957168,77948.33156911099,13.248733368382199,4.098986248877518,184.1436774171628
2024-152259,571,7.399135051081234,18.54892741949714,4224.906114167385,3.008013541637195,147.99927297842672,207.99646280039647,84507.58487068166,14.167761301572027,5.010414366209183,225.21026565002882
2024-152817,695,5.962695801380309,17.72495778358864,4144.073581959314,1.6983067123642335,133.02263960863962,201.8270378729878,92450.73452800454,12.601446098510696,3.1605769308998255,358.9071239223238
2024-153051,376,6.3825236055464405,13.695828645749314,2399.8288756854618,2.7142089112376326,135.17206123792502,205.84356485068727,50824.695025459805,13.080020102784989,4.525431251107351,171.7808295326749
2024-158261,599,5.733859383019573,13.508822856401382,3434.5817704287238,2.1610574742108546,127.43294231204737,211.80909084142195,76332.33244491638,12.3565460504296,3.130133857640814,270.61026422091396
2024-158677,619,5.553739053774694,15.136328965669712,3437.7644742865355,2.362907722109223,122.36012169147372,224.23384634836754,75740.91532702225,12.314850389852948,3.0410547906386842,471.67485890721423
2024-158743,502,7.11330846391823,12.20847581740406,3570.8808488869513,2.43500722541774,145.99948579035674,201.7015923201958,73291.74186675908,14.006630556224176,5.0350870022734036,423.199850427559
2024-18963,568,6.944667100077132,13.392195196197946,3944.570912843811,2.178133495481555,147.11595058972483,201.81618063913723,83561.85993496371,13.514283762448432,4.364536642943751,275.9260521964269
2024-19025,412,6.142325620895512,11.593198980857707,2530.638155808951,1.9604277259434013,133.12273389987826,190.51026577891648,54846.566366749845,13.080860944283886,4.394360417100668,189.59217854589596
2024-213469,601,7.086939040512753,12.373259870096081,4259.250363348166,2.189439025637061,149.12180222321888,207.0813951766674,89622.20313615452,13.731016869309757,4.499795688598571,275.75151018471274
2024-213789,584,5.774273850805114,11.70487908843262,3372.175928870187,2.0031188518247838,128.15012485944317,196.972346908257,74839.67291791481,12.475581625664434,3.2857570667844165,167.40556716291016
2024-213817,680,5.778962954052322,11.70487908843262,3929.6948087555793,1.750085366476932,129.78661011662868,196.55225511907426,88254.89487930751,12.37446748664239,2.965076550504687,266.755399125124
2024-213978,480,6.528707058089129,14.033014527230447,3133.779387882782,1.909092528049138,140.8011477447249,208.68955816037362,67584.55091746796,13.258069166400244,4.351178570791726,156.92683527647625
2024-214096,507,7.50929882689957,13.129365752603631,3807.214505238082,2.722334918591902,152.42941359084992,200.50827887975467,77281.7126905609,14.113970683995518,5.128128746992179,250.3027414074923
2024-214257,458,7.604387405173871,14.133128563379216,3482.809431569633,2.657217844562189,155.04438196435729,210.6091920955553,71010.32693967565,14.15210548090559,5.312901692808646,758.394710712407
2024-214467,467,6.052823755934441,11.889317158407863,2826.668694021384,1.930699151651048,133.36261544011737,200.42135728294767,62280.34141053481,12.728011775204227,3.8607330354945653,252.62144770178762
2024-215044,505,5.68084788165938,17.872684411786693,2868.8281802379875,1.9732869532475898,126.717509937064,191.2899695232527,63992.34251821731,12.327639792048906,3.3475002144097488,95.87906252014764
2024-215952,370,7.699044821515983,15.388783438847412,2848.6465839609136,3.2485384907960904,150.37565286626753,209.99534546917914,55638.99156051898,14.511079145407024,5.979697684890711,85.53425162714055
2024-216592,579,5.272479546007213,9.879898738120175,3052.7656571381767,1.0867170887403552,124.10882459640654,188.08145845496557,71859.00944131939,11.658654382441163,2.4812348444519277,343.35173462556315
2024-217279,584,5.522333952312781,13.587047589290968,3225.0430281506647,1.704315152895492,125.52813755132142,197.7375930687308,73308.4323299717,12.15762584057316,2.967801281693143,242.34108597186005
2024-217812,505,7.774422326749837,19.54892741949714,3926.0832750086684,4.09320127653063,145.2931598442378,217.20748163617463,73373.0457213401,14.526825206530013,5.546685628890856,241.74933543251657
2024-219563,486,5.521475519022659,16.8864755474669,2683.4371022450123,2.658927730741436,120.34547990730357,206.07489348120032,58487.90323494953,12.254409605958834,3.3295971023530537,150.5257857385829
2024-219624,731,5.789742164777815,12.570642106611789,4232.3015224525825,1.6377174555458343,131.05909494761218,198.91739140125338,95804.1984067045,12.279947229408549,2.766219633456112,616.6468626771323
2024-224279,518,5.269935744725238,13.291029970638508,2729.8267157676732,1.6755594972385537,120.17140065160835,199.86676766898182,62248.78553753313,12.050067031737903,3.0332587440513485,161.1270664771646
2024-224701,430,7.7121716292048355,13.930839594953586,3316.233800558079,2.7738298356477937,153.25866741203265,205.9593240493655,65901.22698717404,14.535586785927473,5.787393936338013,214.4781821947121
2024-224926,601,6.156995258803871,11.331722907652798,3700.3541505411263,1.9313685612162572,134.78186633166538,195.84804215524358,81003.90166533088,12.90356406388777,3.6723428831765847,486.3841431033849
