query_id,clarity-score-k10,clarity-score-k100,wig-norm-k100,wig-no-norm-k100,wig-norm-k1000,wig-no-norm-k1000,nqc-norm-k100,nqc-no-norm-k100,smv-norm-k100,smv-no-norm-k100,sigma-x0.5,sigma-max,RSD
2024-105741,5.725272435893518,6.208447151857343,0.1708979100739657,0.0985424852736441,0.0,0.0985424852736441,0.0270475256057866,0.0153111574203128,0.0217596717236916,0.0123177906930049,0.0026653303936967,0.0153160815204296,0.0123177906930049
2024-121840,5.490470002782264,5.025457492788413,0.07862729621451764,0.0466468351958062,0.0,0.0466468351958062,0.0278061908248422,0.0157261476963559,0.0212458104804575,0.0120158404885131,0.0012970708008295,0.0157706580058506,0.0120158404885131
2024-127266,6.619077273720462,6.639834203162012,0.11818377500801891,0.0590324244426469,0.0,0.0590324244426469,0.0236568416476246,0.016105462584884,0.0196366606014263,0.0133685429069139,0.001396520717115,0.016105462584884,0.0133685429069139
2024-129925,8.725905882200452,7.720406519654599,0.1090938424799493,0.0559460654150136,0.0,0.0559460654150136,0.0694315148584554,0.0429048220391356,0.0587821844490108,0.0363241269904299,0.0038844200721346,0.0429048220391356,0.0363241269904299
2024-141577,6.441945488758479,6.3971461194572115,0.09491429367218882,0.0463416417685076,0.0,0.0463416417685076,0.0241238797747358,0.0125985461618235,0.0185581504828632,0.0096918786579793,0.0011179401945873,0.0125985461618235,0.0096918786579793
2024-142395,5.319113082526981,5.426198142592402,0.0896855737870707,0.0421889980183318,0.0,0.0421889980183318,0.0307359565451635,0.0162478451282962,0.023693814979354,0.0125251815643794,0.0012967192097754,0.0162478451282962,0.0125251815643794
2024-143869,6.3316259133019415,6.474447027694758,0.088285503065625,0.0511869859109369,0.0,0.0511869859109369,0.0167845379786039,0.0110693722490302,0.0116460342120774,0.0076805383670827,0.0008591499090323,0.0164825933706508,0.0076805383670827
2024-145979,7.72801870383179,7.358629835012696,0.2009810436290223,0.0839988493096598,0.0,0.0839988493096598,0.0442804599416229,0.0278342467870265,0.0375951446191738,0.0236319255649918,0.0037195076819988,0.0278342467870265,0.0236319255649918
2024-152259,8.14722282020687,8.171682824721849,0.18278714717355227,0.0736048829632475,0.0,0.0736048829632475,0.0326474752784869,0.0181423548024395,0.0260557715606826,0.0144793141972822,0.0024030135969185,0.0181423548024395,0.0144793141972822
2024-152817,6.078365711712435,5.850621181990422,0.17391474394265027,0.0894974149361247,0.0,0.0894974149361247,0.0194440960800496,0.0123050462902786,0.0156389045081208,0.0098969601420105,0.001740196334934,0.0123050462902786,0.0098969601420105
2024-153051,7.72376621868021,7.098440103917046,0.06477341601988026,0.0477771444441868,0.0,0.0477771444441868,0.0531061102445335,0.0311783519743363,0.0372545115299283,0.0218719516033776,0.0025372583000219,0.0364980230055303,0.0218719516033776
2024-158261,7.421182024491741,6.434948582463101,0.13542225033594954,0.0721486106291427,0.0,0.0721486106291427,0.0269342315040494,0.0159063290466751,0.0204416678620895,0.0120720687808877,0.0019432673813808,0.0159063290466751,0.0120720687808877
2024-158677,6.409234853447902,6.047108587052455,0.1779605532875628,0.0951263706160368,0.0,0.0951263706160368,0.0513595767046607,0.0267598078334262,0.0367741423259553,0.0191603795245518,0.0048856501282903,0.0293187521125558,0.0191603795245518
2024-158743,7.603252194848145,6.710432544721625,0.2358909995115356,0.104323316,0.0,0.104323316,0.0493813886509557,0.0257581510637623,0.040959686393834,0.0213652515346242,0.0051516302127524,0.0257581510637623,0.0213652515346242
2024-18963,6.552778958158495,6.612159474430574,0.08881791798456938,0.0437010869492933,0.0,0.0437010869492933,0.0403127895651415,0.0220741971361927,0.0329305092482704,0.0180318593871286,0.0017617127219548,0.0220741971361927,0.0180318593871286
2024-19025,6.681411418491159,6.6401184269029,0.10470126363854144,0.0473972911125121,0.0,0.0473972911125121,0.0243645674271133,0.0140963073611886,0.0193064713500661,0.011169907080216,0.0011548144951733,0.0140963073611886,0.011169907080216
2024-213469,6.679862865811812,6.43569294555441,0.09934830650529126,0.0454264453579081,0.0,0.0454264453579081,0.0235222324439248,0.0126430341068708,0.0192227282669747,0.0103320809232646,0.0010685314068099,0.0126430341068708,0.0103320809232646
2024-213789,6.868406828204846,6.050791008355706,0.08874307585918671,0.0477177770799915,0.0,0.0477177770799915,0.0333711993421977,0.0210051914075044,0.0259088412547931,0.0163080794346943,0.0015923994511029,0.0210051914075044,0.0163080794346943
2024-213817,5.882665980066493,5.887933149348257,0.0976290724295371,0.0497209947020549,0.0,0.0497209947020549,0.0206008010777543,0.0121627974195906,0.0171191002439484,0.0101071869723381,0.0010242923212451,0.0121627974195906,0.0101071869723381
2024-213978,7.102963979561026,6.351854796870599,0.08560801328404499,0.0422728311680814,0.0,0.0422728311680814,0.0374864583833212,0.0184801376059243,0.0282539435610395,0.0139286768458859,0.0015846587263274,0.018531454634166,0.0139286768458859
2024-214096,6.390070042406883,6.063077611055895,0.09528081070351167,0.0485715481284408,0.0,0.0485715481284408,0.0267385364569822,0.0160644290117358,0.0226549300594648,0.0136110110697953,0.0012987321104043,0.0160644290117358,0.0136110110697953
2024-214257,6.843360161192139,6.328478326355786,0.0887210497143745,0.0455544887112347,0.0,0.0455544887112347,0.0396898286014206,0.0220700610375232,0.0321306378454671,0.0178666717245191,0.0018080498489742,0.0220700610375232,0.0178666717245191
2024-214467,7.201411703347002,6.656260396539371,0.20287512790720288,0.0721650766587085,0.0,0.0721650766587085,0.0389859163761502,0.0214263808910301,0.032189657136194,0.0176912054060037,0.0028134216438948,0.0214263808910301,0.0176912054060037
2024-215044,7.336604292274734,6.10590350249801,0.15818611393586074,0.0802086382846263,0.0,0.0802086382846263,0.0340028290744008,0.0172490901240934,0.0269197835858142,0.0136559746889526,0.0027273206178825,0.0172490901240934,0.0136559746889526
2024-215952,7.757688363046952,7.659073275244325,0.14731991048760015,0.0715512700966947,0.0,0.0715512700966947,0.0256891361776797,0.0145893896315096,0.0206886656707202,0.0117495194209148,0.0018380903211999,0.0145893896315096,0.0117495194209148
2024-216592,5.921704073599768,5.756775178874598,0.09065078064914876,0.0534881666666666,0.0,0.0534881666666666,0.0301323734029812,0.0193407049276907,0.023033128917746,0.0147839980608866,0.0016117254106408,0.019344752509881,0.0147839980608866
2024-217279,6.659457266312238,6.3460384259944815,0.1031333692984186,0.051361898666111,0.0,0.051361898666111,0.0206831011544183,0.012659043663105,0.0165984426844351,0.0101590380046526,0.0010623233455941,0.012659043663105,0.0101590380046526
2024-217812,9.33978895215311,8.756402885925741,0.09903132049393377,0.0545749096894168,0.0,0.0545749096894168,0.0702351952038477,0.0423377461700974,0.0599871224886344,0.0361602122415574,0.0038330794352685,0.0423377461700974,0.0361602122415574
2024-219563,5.546403927980717,4.735458485155923,0.08912891841110444,0.0472192155516939,0.0,0.0472192155516939,0.0403376460172139,0.0213803391973934,0.0310822698411495,0.0164746716242463,0.0019047120021347,0.0213803391973934,0.0164746716242463
2024-219624,6.320937773366782,6.211116255854299,0.08162945956055999,0.0460981718696793,0.0,0.0460981718696793,0.0433065408192681,0.0241220173667357,0.0330376662218394,0.0184021892139917,0.0019963523617679,0.024124335851443,0.0184021892139917
2024-224279,5.724235852888885,5.880463787005976,0.09889660730077149,0.0483387711991035,0.0,0.0483387711991035,0.0206513648151059,0.0119374724876374,0.0169436737709416,0.0097942504667859,0.0009982615987466,0.0119374724876374,0.0097942504667859
2024-224701,8.465250617510018,7.860417960543569,0.09353287709028377,0.0484198870900368,0.0,0.0484198870900368,0.0642393921868277,0.038348377109969,0.0524338720432369,0.0313009483745118,0.0031104641164187,0.038348377109969,0.0313009483745118
2024-224926,8.39698704128465,7.63120198906978,0.10175088917872563,0.0524452728119758,0.0,0.0524452728119758,0.0426138914869947,0.0261588006431411,0.0342300060485875,0.0210123007543628,0.0022348971646153,0.0261588006431411,0.0210123007543628
2024-22886,6.012375932321665,5.829357180848074,0.09425986509961809,0.0515099449258471,0.0,0.0515099449258471,0.0391031540581523,0.0252378701011476,0.0329283944592529,0.0212525705922874,0.0020142013119623,0.0252378701011476,0.0212525705922874
2024-27366,6.946600345539956,6.246106997289618,0.09936637783109831,0.0460105359281716,0.0,0.0460105359281716,0.0291966725395037,0.0161761308770546,0.0215688119704816,0.0119499893292642,0.0013433545508619,0.0161761308770546,0.0119499893292642
2024-29182,5.245017092556351,5.0104199999923535,0.08766702541609234,0.0464141522038487,0.0,0.0464141522038487,0.033880161468557,0.0201993719180473,0.0275098517299174,0.0164013895570908,0.0015725189710925,0.0201993719180473,0.0164013895570908
2024-32912,6.463789875535866,6.353231083200336,0.09412213842209484,0.0523085975815379,0.0,0.0523085975815379,0.0565981570199606,0.0331001813138538,0.0439042770774578,0.0256764461642277,0.0029605702194138,0.0331001813138538,0.0256764461642277
2024-35227,7.875975167959091,7.201603317952277,0.12602382015141675,0.0839483110557203,0.0,0.0839483110557203,0.0375252313999314,0.0227162695772347,0.0264457922750236,0.0160092216381132,0.0031501797979993,0.0344932251029096,0.0160092216381132
2024-35269,6.965576846117448,6.915848558448844,0.16671659341739545,0.0798512240333104,0.0,0.0798512240333104,0.0237376773020926,0.0134030859179369,0.0184075502559165,0.01039351805482,0.0018954825882798,0.0177865,0.01039351805482
2024-35284,7.513430377955982,7.0834244210753665,0.1435186430885199,0.0733015797923609,0.0,0.0733015797923609,0.0325536408384768,0.0181730114015261,0.0262292815301195,0.0146424492014825,0.0023862333014534,0.0181730114015261,0.0146424492014825
2024-35620,7.706832255335961,6.572325636455455,0.09030534324643831,0.0418682999182885,0.0,0.0418682999182885,0.0638331854041071,0.033911326764388,0.0544120390894542,0.0289063506042801,0.0026725869512388,0.033911326764388,0.0289063506042801
2024-38986,6.683209211081744,5.689578148106946,0.18238583950082524,0.1022624396831998,0.0,0.1022624396831998,0.034295252647793,0.0192092665744296,0.0274454900694123,0.0153726155752093,0.003507116205315,0.0192102293983722,0.0153726155752093
2024-41849,6.625241853495634,6.48557001866945,0.09631444327224946,0.0489850883545505,0.0,0.0489850883545505,0.0249239846009908,0.0151510150781523,0.0186689118884329,0.0113486254321911,0.0012209035878269,0.0151510150781523,0.0113486254321911
2024-42497,7.050367079473095,6.419560054632014,0.09445912757451737,0.0564737726718866,0.0,0.0564737726718866,0.0397973210514368,0.0258218649564182,0.030809939213922,0.0199905438024107,0.0022475048620089,0.0258218649564182,0.0199905438024107
2024-43037,7.221469753584675,6.852418408126192,0.11342311042345649,0.0479093118298238,0.0,0.0479093118298238,0.0417930014271165,0.0215651502868308,0.0349900308628511,0.0180548237344028,0.002002273937676,0.0215651502868308,0.0180548237344028
2024-43983,7.55687665217802,6.581247096780636,0.07633082257935922,0.0410893184234234,0.0,0.0410893184234234,0.0450095177172394,0.0241841791890152,0.0333818356025577,0.0179364795451094,0.0018494104055683,0.0243402880685372,0.0179364795451094
2024-44060,7.414336174023698,6.60132511549045,0.1847459994316962,0.0763756369594671,0.0,0.0763756369594671,0.0500317265241089,0.0295989265112841,0.0417568667219189,0.0247034934692487,0.0038212049814606,0.0295989265112841,0.0247034934692487
2024-58819,5.5566796466523485,5.651235354790738,0.0958706265789351,0.0449078029419988,0.0,0.0449078029419988,0.0344646097164148,0.0194546631952624,0.0255799875183726,0.0144394509557419,0.0015477299016176,0.0194546631952624,0.0144394509557419
2024-73340,6.9079323281189104,7.00153654894308,0.15563049427133835,0.0752791613138195,0.0,0.0752791613138195,0.0395144165405092,0.0222599589501957,0.0313084274192554,0.0176372162406431,0.0029746121369744,0.0222599589501957,0.0176372162406431
2024-73918,5.784574362537517,5.630198696614056,0.1038165103246958,0.0561341280873441,0.0,0.0561341280873441,0.0299478795824915,0.0180277687961766,0.0240684390460532,0.0144885133924736,0.0016810981084279,0.0180277687961766,0.0144885133924736
