query_id,clarity-score-k10,clarity-score-k100,wig-norm-k100,wig-no-norm-k100,wig-norm-k1000,wig-no-norm-k1000,nqc-norm-k100,nqc-no-norm-k100,smv-norm-k100,smv-no-norm-k100,sigma-x0.5,sigma-max,RSD
2024-216592,6.545438962801932,6.166448565512449,0.18221263053094394,9.969164116133117,0.0,9.969164116133117,0.0389239896697021,2.454178176443049,0.0292321759651775,1.8431041861960944,0.3880396410719312,2.454178176443049,1.8431041861960944
2024-217279,7.494420594068619,6.953878210991499,0.11231097727647259,12.479782715390876,0.0,12.479782715390876,0.0430139815612762,6.351564115132944,0.0373196470691548,5.510722851270906,0.5368051436085572,6.351564115132944,5.510722851270906
2024-217812,6.447895673322511,6.276333045643549,0.21410249619712746,7.237645399020435,0.0,7.237645399020435,0.0368264594216806,1.6645221234485503,0.0303573911642347,1.372126183091653,0.2665368545955397,1.6645221234485503,1.372126183091653
2024-219563,5.52058097540916,5.415861447449787,0.10314861091992189,9.722255281059134,0.0,9.722255281059134,0.0368337623370437,4.415042574604738,0.0296182399052343,3.550161098665594,0.3581072404026006,4.415042574604738,3.550161098665594
2024-219624,6.569771118955743,6.108420842042663,0.07949294181682107,11.018926566153848,0.0,11.018926566153848,0.0710445622693824,10.176852589421305,0.0599990620557897,8.594628364801112,0.7828348145708696,10.176852589421305,8.594628364801112
2024-224279,6.688469968947805,6.14972165659643,0.1976368446090818,8.928276725653431,0.0,8.928276725653431,0.0428062409633711,2.355952513804628,0.0342281966593095,1.88383759348321,0.3821859649059792,2.355952513804628,1.88383759348321
2024-224701,9.537939709559195,9.283830551884154,0.14679366711731776,20.510574242256222,0.0,20.510574242256222,0.0594137225708588,9.280653972987617,0.0441292227289625,6.893155798409364,1.2186095677984157,9.8514985250747,6.893155798409364
2024-224926,8.97018750892151,7.7617886616758724,0.09510740043938999,13.516977499377044,0.0,13.516977499377044,0.0636709710787435,10.110220037522073,0.0512315420036171,8.134981354023129,0.8606390834348625,10.110220037522073,8.134981354023129
2024-22886,5.78908352931784,5.871312632600037,0.08193637180133513,14.273074726665174,0.0,14.273074726665174,0.0744212257133764,13.603049616166455,0.0589823818779929,10.781067625197725,1.062219715857037,13.603049616166455,10.781067625197725
2024-27366,6.6992356052971305,7.490612865049255,0.0870809056879888,10.807482907981845,0.0,10.807482907981845,0.0320016304524322,4.278015744166263,0.0274572783979978,3.670521395876679,0.3458570741422125,4.278015744166263,3.670521395876679
2024-29182,6.124635186353801,4.850427714463201,0.07753945773098367,10.717174484809108,0.0,10.717174484809108,0.0495944516581841,6.617275914231758,0.0356019787397271,4.750291787418331,0.5315123918991902,7.102982984313177,4.750291787418331
2024-32912,6.1101866409636685,7.041382522316696,0.17165209347849084,10.134813058657947,0.0,10.134813058657947,0.0488518227928573,3.2086412362526704,0.0353009224019216,2.318603254106668,0.495104091580295,3.531527414051752,2.318603254106668
2024-35227,9.271348704892656,7.40975753555378,0.12668651853248808,11.228677548238329,0.0,11.228677548238329,0.0665261024518732,5.121175035230671,0.0501940267896601,3.863932914134951,0.7470001529731517,5.339819258017732,3.863932914134951
2024-35269,6.357937747007066,6.306148656224634,0.1078944876891665,13.23554763875566,0.0,13.23554763875566,0.0388061058880497,6.248457749947967,0.0295830989270612,4.7633932735105295,0.5136200631558786,6.248457749947967,4.7633932735105295
2024-35284,8.06955152005484,8.29463410222658,0.18285618684858324,11.163440671364906,0.0,11.163440671364906,0.0316267639393039,2.570341098741913,0.0251910992686694,2.047307713713991,0.3530635028636821,2.570341098741913,2.047307713713991
2024-35620,7.312614320528166,6.453284049956345,0.10223209567222932,12.13429412692308,0.0,12.13429412692308,0.0680669368594941,10.73727501823345,0.0573391511490103,9.045011625392483,0.8259442321718039,10.73727501823345,9.045011625392483
2024-38986,5.609378052708965,5.6073184509337,0.1890138038885853,8.724513190456276,0.0,8.724513190456276,0.0426771109233336,2.264837656752745,0.0352525784555178,1.870824089454337,0.3723370171811897,2.483848500000001,1.870824089454337
2024-41849,7.4137793570036274,6.432958488523656,0.1491853105013019,9.488302172917797,0.0,9.488302172917797,0.0594277427782146,4.3311552165697815,0.0518006311737079,3.775283452493135,0.5638683809341343,4.3311552165697815,3.775283452493135
2024-42497,7.254842731658591,6.583604605651375,0.0725337206894108,15.204241840088397,0.0,15.204241840088397,0.0715499572771891,14.26718757713873,0.0516982681408777,10.308725777733889,1.0878628540903772,15.672666567578622,10.308725777733889
2024-43037,8.287065443159673,7.199061441461174,0.2351201584215271,9.590411503756906,0.0,9.590411503756906,0.0556572824024745,2.773582710040573,0.0452276224273809,2.253838961696231,0.5337762414205389,2.773582710040573,2.253838961696231
2024-43983,7.794265615105616,7.031061680114113,0.12867853061596427,10.785837920244658,0.0,10.785837920244658,0.0439576104016266,3.67251510351174,0.0332414991995934,2.777218933387764,0.4741196611532058,3.6998903684098514,2.777218933387764
2024-44060,7.511462746333899,6.673066389244246,0.09823146657158795,12.73789783908516,0.0,12.73789783908516,0.1069836121566785,16.12423193143395,0.0868207196555622,13.085344493043468,1.3627463221080809,16.12423193143395,13.085344493043468
2024-58819,6.057404563438846,6.1736775837354605,0.09002414694782884,10.790741040674456,0.0,10.790741040674456,0.0393725938016167,5.407578142441013,0.0329910735832687,4.53111647415064,0.4248594638129105,5.407578142441013,4.53111647415064
2024-73340,7.535275881789909,7.470397548225875,0.0906966925572879,12.691953423427876,0.0,12.691953423427876,0.0792210799649116,12.149143341238393,0.0637956604749582,9.783540239574265,1.005470257068314,12.149143341238393,9.783540239574265
2024-73918,6.109760656864776,5.643844383251622,0.08468859328488035,9.988606435614177,0.0,9.988606435614177,0.0453790593571419,5.532908972219798,0.0335172498567963,4.086640293649338,0.4532735643368655,5.59453640649131,4.086640293649338
2024-79081,8.007844201702593,7.95112053392284,0.1652408812485819,13.287975713333331,0.0,13.287975713333331,0.0311193777748506,2.4810812165175653,0.0219251006017595,1.7480412258514235,0.4135135360862609,2.8263263578703186,1.7480412258514235
2024-79154,6.966404529707539,7.447667191044808,0.11574288371307427,10.33565398270692,0.0,10.33565398270692,0.0467963170316367,3.350967801109275,0.0313893118311614,2.247710501963013,0.4836705405040521,4.591457027578946,2.247710501963013
