query_id,ql,IDF-avg,IDF-max,IDF-sum,IDF-std,SCQ-avg,SCQ-max,SCQ-sum,avgICTF,SCS-1,SCS-2
2024-105741,42,5.686549699630549,11.853228857757676,238.83508738448307,3.4272592393437464,118.24387811037124,201.8791205450402,4966.242880635592,12.58106191887509,7.188744496096329,53.43332628890871
2024-121840,40,4.498667056437357,7.794640826924948,179.94668225749425,1.9378065193432978,104.9148592937253,159.0051421289643,4196.594371749012,11.202559000651364,5.880630905764002,48.85328079012563
2024-127266,54,4.811427109285425,7.8891454192206005,259.81706390141295,1.924432889272623,111.1190036612865,167.5531026857059,6000.426197709471,11.556821317374979,5.801933815211511,48.64663154098988
2024-129925,39,5.614867578457776,12.983593725524916,218.9798355598532,3.7541294364417754,115.2563129541652,200.48555064713838,4494.996205212444,12.30911250662651,7.023710287764262,54.66668579430047
2024-141577,48,5.789249681485356,11.672866831631246,277.8839847112971,3.305791788767296,119.51591131230366,189.9656742552231,5736.763742990574,12.627035450022733,7.042072949301577,45.15208325942757
2024-142395,49,4.386007328934798,8.246886771214323,214.9143591178051,1.901587507218461,103.04608712807675,167.95672857124993,5049.25826927576,11.056723993808326,5.442014149693118,38.20358893285851
2024-143869,45,5.529314027876426,12.301256453585285,248.81913125443918,3.42984656680274,115.06681310305287,197.45683146790168,5178.00658963738,12.335180954224377,6.843327857894702,44.85090001728375
2024-145979,51,5.608774933528696,12.771472160428395,286.0475216099635,3.6730965612889968,115.89110236753683,203.29660867501073,5910.446220744379,12.207727948208102,6.535302606236607,36.78578833613021
2024-152259,59,5.981167609945404,12.1463762288399,352.88888898677885,2.9870326473512923,126.646906887505,201.17991774335673,7472.1675063627945,12.728516685444955,6.845873636083113,52.741646456275966
2024-152817,45,4.22848104560117,7.466614273182494,190.28164705205268,1.7862326715197663,100.53350810124357,158.57975968111984,4524.007864555959,10.835510108684133,5.343657012354458,45.09618883258046
2024-153051,29,7.530557106655674,13.695828645749314,218.38615609301453,4.6341453884057975,137.92234601168923,205.84356485068727,3999.7480343389875,14.168567367412392,9.31058637228482,65.25321468472066
2024-158261,52,4.326676906348101,6.653290734080082,224.98719913010126,2.046906229028306,101.99143421059867,148.91582980520306,5303.55457895113,10.825271105355142,5.1248313872140505,52.257722199534356
2024-158677,38,4.013704618666297,6.773289335413199,152.52077550931926,2.2366508483856875,93.13722098096603,145.8263600480798,3539.2143972767094,10.802435704575434,5.554508191131848,34.07763931731664
2024-158743,31,6.468398367906964,10.294856411854909,200.52034940511587,2.999723576681455,133.1226065383164,184.4295092618368,4126.800802687809,13.325174473171224,8.370978162784349,61.718529381621636
2024-18963,36,6.95669488015265,10.38808502401928,250.44101568549544,2.4161290843765335,144.80929142837454,188.64741324362984,5213.134491421483,13.792781020791317,8.622856019349005,67.24691112042096
2024-19025,34,5.0336501542351115,7.8242810650106716,171.1441052439938,2.2194172610042577,113.21879608077559,161.11804411620133,3849.43906674637,11.948805111714053,6.861342270463714,54.12437711161827
2024-213469,36,6.090147255133649,9.773762064815017,219.24530118481138,1.9929399174381763,133.1240385777148,190.7770531824057,4792.465388797733,12.948694393364626,7.778769391922314,62.18239135586083
2024-213789,35,4.6764718885455485,6.435294130075022,163.67651609909416,0.9557621865364049,110.91806092751604,142.11458314399795,3882.1321324630608,11.472362123179211,6.343079106234245,52.32277899458037
2024-213817,36,5.047802515734479,6.919363116792846,181.72089056644126,1.3860590648747928,117.73851235899191,149.87463584844016,4238.586444923709,11.682396862608545,6.512471861166233,54.58460617132434
2024-213978,40,6.465126780965416,11.230964870088162,258.60507123861663,1.9287331878572973,139.3057843277985,190.0279689998692,5572.23137311194,13.26323045693979,7.941302362052427,53.89773062715749
2024-214096,48,7.634353309630896,13.129365752603631,366.44895886228306,3.5676956359930188,146.6863819297732,198.43384878860763,7040.946332629113,14.470009857752272,8.885047357031116,68.82005914651363
2024-214257,24,7.355910763166388,13.643987730258782,176.5418583159933,4.529736618955642,136.1994105050379,198.17934945449608,3268.785852120909,14.08122112588265,9.496258625161493,72.4873267552959
2024-214467,42,6.11819308052721,11.230964870088162,256.9641093821428,2.158570660721818,133.65274967058318,197.6678051982718,5613.415486164493,12.76005782145413,7.367740398675369,59.19978304944649
2024-215044,56,4.350670963256575,8.939655074217882,243.6375739423682,2.521172626953351,99.38683942768986,184.08520421431717,5565.663007950633,10.515962993256013,4.708608071198408,37.445963395606235
2024-215952,61,5.730180527497482,15.388783438847412,349.5410121773464,3.925555414418921,116.18688128815631,209.99534546917914,7087.399758577535,12.525624829539538,6.594887491976652,43.19752824776877
2024-216592,44,5.219852442833421,6.354668652647117,229.67350748467052,1.0113157226744935,123.35861982007447,143.95278345160366,5427.779272083277,11.60311619735097,6.143684578713672,49.68171876665468
2024-217279,47,4.458571749257454,7.5845963094348825,209.5528722151004,2.001054566975522,104.26828640736043,162.16046846882602,4900.609461145938,11.170373941227332,5.615785089549695,37.48509598892857
2024-217812,56,5.327173014770426,17.203791933448453,298.3216888271439,4.648807606435034,101.65346228225853,191.24326856977558,5692.593887806478,12.211352442317693,6.403997520260089,45.72184832472549
